scale,case_name,customer_count,vehicle_pair_count,failed_customer,vehicle_pair_id,failure_service_mode,failed_sortie_index,failure_position,status,gap_percent,pending_count,pending_unserved_customers,action_count,best_action_level,best_action_type,det_truck_cost,det_drone_cost,det_fixed_cost,det_total_cost,unaffected_pairs_total_cost,affected_pair_fixed_cost,historical_executed_cost,historical_truck_cost,historical_drone_cost,z_entry_action,z_failure_penalty,z_fixed_failure_penalty,z_recourse_unserved_failure_penalty,failure_penalty_customers,fixed_failure_penalty_customers,new_failure_penalty_customers,z_truck,z_drone,post_recourse_total_cost,delta_total_cost,wall_time_seconds,entry_action_generation_time_seconds,gurobi_total_solve_time_seconds,best_action_solve_time_seconds,action_solve_times,audit_L0_safe,audit_L0_failed_customer_safe,audit_L1_safe,audit_L1_failed_customer_safe,audit_L2_safe,audit_L2_failed_customer_safe,drone_path,truck_entry_path,remaining_truck_route,remaining_sorties,output_dir
small,small_10c_1v_seed1,10,1,1,1,drone,2,0,optimal,0.610738,2,[],11,L2,insert_rescue_recovery,8.074584,2.253241,22.0,32.327825,0.0,22.0,7.871357,6.185066,1.68629,0.112099,7.883774,7.883774,0.0,[1],[1],[],1.889518,0.0,39.756748,7.428923,0.04886,0.000529,0.024,0.002,"[{""action_id"": 0, ""action_level"": ""L0"", ""action_type"": ""truncate_original_recovery"", ""status"": ""optimal"", ""objective"": 9.906595, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.001, ""candidate_count"": 1, ""pending_count"": 1}, {""action_id"": 1, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 10.262749, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.001, ""candidate_count"": 0, ""pending_count"": 0}, {""action_id"": 2, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 10.886472, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.0, ""candidate_count"": 0, ""pending_count"": 0}, {""action_id"": 3, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 14.23721, ""gap_percent"": 0.424057, ""solve_time_seconds"": 0.002, ""candidate_count"": 4, ""pending_count"": 2}, {""action_id"": 4, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 9.885391, ""gap_percent"": 0.610738, ""solve_time_seconds"": 0.002, ""candidate_count"": 4, ""pending_count"": 2}, {""action_id"": 5, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 13.482495, ""gap_percent"": 2.300463, ""solve_time_seconds"": 0.003, ""candidate_count"": 4, ""pending_count"": 2}, {""action_id"": 6, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 13.700949, ""gap_percent"": 2.657971, ""solve_time_seconds"": 0.003, ""candidate_count"": 4, ""pending_count"": 2}, {""action_id"": 7, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 12.912326, ""gap_percent"": 1.538963, ""solve_time_seconds"": 0.003, ""candidate_count"": 4, ""pending_count"": 2}, {""action_id"": 8, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 14.272083, ""gap_percent"": 0.507591, ""solve_time_seconds"": 0.003, ""candidate_count"": 4, ""pending_count"": 2}, {""action_id"": 9, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 16.313011, ""gap_percent"": 0.370096, ""solve_time_seconds"": 0.003, ""candidate_count"": 4, ""pending_count"": 2}, {""action_id"": 10, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 15.288745, ""gap_percent"": 4.600819, ""solve_time_seconds"": 0.003, ""candidate_count"": 4, ""pending_count"": 2}]",True,True,True,True,True,True,"[1, 4]","[4, 4]","[4, 5, 9, 0]",[],D:\MV-DAPDPUCP\codex_drone_gurobi\recourse_validation_results\all_cases_3failures_strict_rescue_penalty\small\small_10c_1v_seed1\fail_1
small,small_10c_1v_seed1,10,1,7,1,drone,1,1,optimal,0.0,4,[],9,L0,truncate_original_recovery,8.074584,2.253241,22.0,32.327825,0.0,22.0,5.78403,4.675586,1.108444,0.078602,9.890586,9.890586,0.0,[7],[7],[],3.398998,0.651538,41.803754,9.475929,0.102799,0.000402,0.043,0.004,"[{""action_id"": 0, ""action_level"": ""L0"", ""action_type"": ""truncate_original_recovery"", ""status"": ""optimal"", ""objective"": 14.019725, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.004, ""candidate_count"": 9, ""pending_count"": 4}, {""action_id"": 1, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 14.093174, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.004, ""candidate_count"": 8, ""pending_count"": 3}, {""action_id"": 2, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 14.512987, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.002, ""candidate_count"": 3, ""pending_count"": 2}, {""action_id"": 3, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 17.735808, ""gap_percent"": 4.152237, ""solve_time_seconds"": 0.006, ""candidate_count"": 9, ""pending_count"": 4}, {""action_id"": 4, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 15.429509, ""gap_percent"": 2.432246, ""solve_time_seconds"": 0.005, ""candidate_count"": 9, ""pending_count"": 4}, {""action_id"": 5, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 16.612941, ""gap_percent"": 2.142427, ""solve_time_seconds"": 0.005, ""candidate_count"": 9, ""pending_count"": 4}, {""action_id"": 6, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 16.076873, ""gap_percent"": 3.66129, ""solve_time_seconds"": 0.004, ""candidate_count"": 5, ""pending_count"": 3}, {""action_id"": 7, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 15.554622, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.006, ""candidate_count"": 9, ""pending_count"": 4}, {""action_id"": 8, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 17.36623, ""gap_percent"": 2.916512, ""solve_time_seconds"": 0.007, ""candidate_count"": 9, ""pending_count"": 4}]",True,True,True,True,True,True,"[7, 3]",[3],"[3, 4, 5, 9, 0]","[{""launch_node"": 3, ""customers"": [1], ""recovery_node"": 4, ""energy_wh"": 262.71706, ""original_candidate_id"": 0}]",D:\MV-DAPDPUCP\codex_drone_gurobi\recourse_validation_results\all_cases_3failures_strict_rescue_penalty\small\small_10c_1v_seed1\fail_7
small,small_10c_1v_seed1,10,1,10,1,drone,0,0,optimal,2.725998,7,[],8,L0,truncate_original_recovery,8.074584,2.253241,22.0,32.327825,0.0,22.0,2.431716,2.373271,0.058445,1.829402,7.417966,7.417966,0.0,[10],[10],[],6.830795,0.938092,41.447971,9.120146,0.651436,0.000379,0.464,0.031,"[{""action_id"": 0, ""action_level"": ""L0"", ""action_type"": ""truncate_original_recovery"", ""status"": ""optimal"", ""objective"": 17.016255, ""gap_percent"": 2.725998, ""solve_time_seconds"": 0.031, ""candidate_count"": 20, ""pending_count"": 7}, {""action_id"": 1, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 17.84183, ""gap_percent"": 4.817445, ""solve_time_seconds"": 0.019, ""candidate_count"": 15, ""pending_count"": 6}, {""action_id"": 2, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 20.389504, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.042, ""candidate_count"": 14, ""pending_count"": 5}, {""action_id"": 3, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 18.264203, ""gap_percent"": 4.944271, ""solve_time_seconds"": 0.029, ""candidate_count"": 20, ""pending_count"": 8}, {""action_id"": 4, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 17.508107, ""gap_percent"": 4.043343, ""solve_time_seconds"": 0.156, ""candidate_count"": 20, ""pending_count"": 8}, {""action_id"": 5, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 18.210782, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.027, ""candidate_count"": 20, ""pending_count"": 7}, {""action_id"": 6, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 18.005465, ""gap_percent"": 0.658033, ""solve_time_seconds"": 0.145, ""candidate_count"": 20, ""pending_count"": 7}, {""action_id"": 7, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 18.06946, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.015, ""candidate_count"": 20, ""pending_count"": 7}]",True,True,True,True,True,True,"[10, 8]","[6, 8]","[8, 2, 1, 4, 5, 9, 0]","[{""launch_node"": 8, ""customers"": [3, 7], ""recovery_node"": 2, ""energy_wh"": 378.262864, ""original_candidate_id"": 18}]",D:\MV-DAPDPUCP\codex_drone_gurobi\recourse_validation_results\all_cases_3failures_strict_rescue_penalty\small\small_10c_1v_seed1\fail_10
small,small_10c_1v_seed2,10,1,2,1,drone,1,0,optimal,1.201575,4,[],9,L2,insert_rescue_recovery,13.297025,2.131718,22.0,37.428743,0.0,22.0,7.725077,6.530436,1.194641,0.041591,11.167314,11.167314,0.0,[2],[2],[],7.476839,0.0,48.410821,10.982078,0.123187,0.000397,0.061,0.006,"[{""action_id"": 0, ""action_level"": ""L0"", ""action_type"": ""truncate_original_recovery"", ""status"": ""optimal"", ""objective"": 18.709457, ""gap_percent"": 2.329577, ""solve_time_seconds"": 0.004, ""candidate_count"": 5, ""pending_count"": 3}, {""action_id"": 1, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 19.187269, ""gap_percent"": 0.886628, ""solve_time_seconds"": 0.002, ""candidate_count"": 2, ""pending_count"": 2}, {""action_id"": 2, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 20.266452, ""gap_percent"": 3.122751, ""solve_time_seconds"": 0.006, ""candidate_count"": 10, ""pending_count"": 4}, {""action_id"": 3, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 18.685743, ""gap_percent"": 1.201575, ""solve_time_seconds"": 0.006, ""candidate_count"": 10, ""pending_count"": 4}, {""action_id"": 4, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 22.334581, ""gap_percent"": 3.918431, ""solve_time_seconds"": 0.012, ""candidate_count"": 10, ""pending_count"": 4}, {""action_id"": 5, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 19.715227, ""gap_percent"": 3.687246, ""solve_time_seconds"": 0.006, ""candidate_count"": 10, ""pending_count"": 4}, {""action_id"": 6, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 22.992512, ""gap_percent"": 4.902074, ""solve_time_seconds"": 0.009, ""candidate_count"": 10, ""pending_count"": 4}, {""action_id"": 7, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 19.974637, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.003, ""candidate_count"": 5, ""pending_count"": 3}, {""action_id"": 8, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 24.024787, ""gap_percent"": 4.886259, ""solve_time_seconds"": 0.013, ""candidate_count"": 10, ""pending_count"": 4}]",True,True,True,True,True,True,"[2, 1]","[1, 1]","[1, 6, 5, 7, 3, 0]",[],D:\MV-DAPDPUCP\codex_drone_gurobi\recourse_validation_results\all_cases_3failures_strict_rescue_penalty\small\small_10c_1v_seed2\fail_2
small,small_10c_1v_seed2,10,1,4,1,drone,0,0,optimal,3.63714,7,[],7,L2,insert_rescue_recovery,13.297025,2.131718,22.0,37.428743,0.0,22.0,3.959787,3.893267,0.06652,0.06652,16.238634,9.516146,6.722488,"[4, 9]",[4],[9],9.403758,0.967798,52.636497,15.207754,0.718261,0.001752,0.546,0.131,"[{""action_id"": 0, ""action_level"": ""L0"", ""action_type"": ""truncate_original_recovery"", ""status"": ""optimal"", ""objective"": 26.750908, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.025, ""candidate_count"": 17, ""pending_count"": 6}, {""action_id"": 1, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 27.441323, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.011, ""candidate_count"": 17, ""pending_count"": 5}, {""action_id"": 2, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 28.745901, ""gap_percent"": 3.834877, ""solve_time_seconds"": 0.115, ""candidate_count"": 20, ""pending_count"": 7}, {""action_id"": 3, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 26.676709, ""gap_percent"": 3.63714, ""solve_time_seconds"": 0.131, ""candidate_count"": 20, ""pending_count"": 7}, {""action_id"": 4, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 28.744744, ""gap_percent"": 4.465617, ""solve_time_seconds"": 0.144, ""candidate_count"": 20, ""pending_count"": 7}, {""action_id"": 5, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 26.918586, ""gap_percent"": 0.184024, ""solve_time_seconds"": 0.012, ""candidate_count"": 17, ""pending_count"": 6}, {""action_id"": 6, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 29.590351, ""gap_percent"": 3.966664, ""solve_time_seconds"": 0.108, ""candidate_count"": 17, ""pending_count"": 6}]",True,True,True,True,True,True,"[4, 8]","[8, 8]","[8, 10, 1, 6, 5, 3, 0]","[{""launch_node"": 1, ""customers"": [2, 7], ""recovery_node"": 5, ""energy_wh"": 390.241224, ""original_candidate_id"": 10}]",D:\MV-DAPDPUCP\codex_drone_gurobi\recourse_validation_results\all_cases_3failures_strict_rescue_penalty\small\small_10c_1v_seed2\fail_4
small,small_10c_1v_seed2,10,1,7,1,drone,2,0,optimal,0.0,1,[],10,L0,truncate_original_recovery,13.297025,2.131718,22.0,37.428743,0.0,22.0,9.2663,7.547476,1.718824,1.129359,8.504862,8.504862,0.0,[7],[7],[],4.686405,0.0,45.586926,8.158183,0.028995,0.000383,0.014,0.001,"[{""action_id"": 0, ""action_level"": ""L0"", ""action_type"": ""truncate_original_recovery"", ""status"": ""optimal"", ""objective"": 14.320626, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.001, ""candidate_count"": 1, ""pending_count"": 1}, {""action_id"": 1, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 15.005245, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.0, ""candidate_count"": 0, ""pending_count"": 0}, {""action_id"": 2, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 15.745034, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.002, ""candidate_count"": 2, ""pending_count"": 2}, {""action_id"": 3, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 14.342127, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.001, ""candidate_count"": 2, ""pending_count"": 2}, {""action_id"": 4, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 15.986279, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.002, ""candidate_count"": 2, ""pending_count"": 2}, {""action_id"": 5, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 15.149191, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.002, ""candidate_count"": 2, ""pending_count"": 2}, {""action_id"": 6, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 16.40195, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.0, ""candidate_count"": 2, ""pending_count"": 2}, {""action_id"": 7, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 16.825646, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.002, ""candidate_count"": 2, ""pending_count"": 2}, {""action_id"": 8, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 17.671576, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.002, ""candidate_count"": 2, ""pending_count"": 2}, {""action_id"": 9, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 16.940605, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.002, ""candidate_count"": 2, ""pending_count"": 2}]",True,True,True,True,True,True,"[7, 5]","[6, 5]","[5, 3, 0]",[],D:\MV-DAPDPUCP\codex_drone_gurobi\recourse_validation_results\all_cases_3failures_strict_rescue_penalty\small\small_10c_1v_seed2\fail_7
small,small_10c_1v_seed3,10,1,1,1,drone,1,0,optimal,0.0,3,[],18,L2,continue_suffix_insert_rescue_recovery,7.447753,2.07389,22.0,31.521643,0.0,22.0,4.039141,3.946749,0.092392,0.53034,5.747612,5.747612,0.0,[1],[1],[],3.501004,0.0,35.818097,4.296454,0.077688,0.000678,0.037,0.002,"[{""action_id"": 0, ""action_level"": ""L0"", ""action_type"": ""truncate_original_recovery"", ""status"": ""optimal"", ""objective"": 15.963054, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.001, ""candidate_count"": 2, ""pending_count"": 2}, {""action_id"": 1, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 16.448489, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.001, ""candidate_count"": 1, ""pending_count"": 1}, {""action_id"": 2, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 17.015734, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.0, ""candidate_count"": 0, ""pending_count"": 0}, {""action_id"": 3, ""action_level"": ""L0"", ""action_type"": ""continue_suffix_original_recovery"", ""status"": ""optimal"", ""objective"": 9.798974, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.001, ""candidate_count"": 2, ""pending_count"": 2}, {""action_id"": 4, ""action_level"": ""L1"", ""action_type"": ""continue_suffix_redirect_recovery"", ""status"": ""optimal"", ""objective"": 9.825087, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.0, ""candidate_count"": 1, ""pending_count"": 1}, {""action_id"": 5, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 19.356787, ""gap_percent"": 3.95296, ""solve_time_seconds"": 0.003, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 6, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 15.969115, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.002, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 7, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 17.592734, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.002, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 8, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 17.282919, ""gap_percent"": 3.235019, ""solve_time_seconds"": 0.002, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 9, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 16.470695, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.002, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 10, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 20.824732, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.003, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 11, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 21.961685, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.003, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 12, ""action_level"": ""L2"", ""action_type"": ""continue_suffix_insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 12.710394, ""gap_percent"": 3.200362, ""solve_time_seconds"": 0.003, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 13, ""action_level"": ""L2"", ""action_type"": ""continue_suffix_insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 9.778956, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.002, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 14, ""action_level"": ""L2"", ""action_type"": ""continue_suffix_insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 10.818287, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.003, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 15, ""action_level"": ""L2"", ""action_type"": ""continue_suffix_insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 10.28816, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.003, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 16, ""action_level"": ""L2"", ""action_type"": ""continue_suffix_insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 14.522391, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.003, ""candidate_count"": 3, ""pending_count"": 3}, {""action_id"": 17, ""action_level"": ""L2"", ""action_type"": ""continue_suffix_insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 15.635338, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.003, ""candidate_count"": 3, ""pending_count"": 3}]",True,True,True,True,True,True,"[1, 8, 4]","[4, 4]","[4, 6, 7, 10, 0]",[],D:\MV-DAPDPUCP\codex_drone_gurobi\recourse_validation_results\all_cases_3failures_strict_rescue_penalty\small\small_10c_1v_seed3\fail_1
small,small_10c_1v_seed3,10,1,5,1,drone,0,0,optimal,0.0,5,[],15,L0,continue_suffix_original_recovery,7.447753,2.07389,22.0,31.521643,0.0,22.0,2.800024,2.61107,0.188954,1.875289,11.688156,11.688156,0.0,[5],[5],[],3.501004,0.984985,42.849458,11.327815,0.52815,0.000655,0.222,0.008,"[{""action_id"": 0, ""action_level"": ""L0"", ""action_type"": ""truncate_original_recovery"", ""status"": ""optimal"", ""objective"": 28.379959, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.008, ""candidate_count"": 15, ""pending_count"": 5}, {""action_id"": 1, ""action_level"": ""L1"", ""action_type"": ""redirect_recovery"", ""status"": ""optimal"", ""objective"": 28.911098, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.006, ""candidate_count"": 12, ""pending_count"": 4}, {""action_id"": 2, ""action_level"": ""L0"", ""action_type"": ""continue_suffix_original_recovery"", ""status"": ""optimal"", ""objective"": 18.049433, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.008, ""candidate_count"": 15, ""pending_count"": 5}, {""action_id"": 3, ""action_level"": ""L1"", ""action_type"": ""continue_suffix_redirect_recovery"", ""status"": ""optimal"", ""objective"": 18.529796, ""gap_percent"": 0.0, ""solve_time_seconds"": 0.006, ""candidate_count"": 12, ""pending_count"": 4}, {""action_id"": 4, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 34.719766, ""gap_percent"": 0.245223, ""solve_time_seconds"": 0.016, ""candidate_count"": 20, ""pending_count"": 7}, {""action_id"": 5, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 29.46139, ""gap_percent"": 4.972195, ""solve_time_seconds"": 0.031, ""candidate_count"": 20, ""pending_count"": 7}, {""action_id"": 6, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 33.671612, ""gap_percent"": 0.22519, ""solve_time_seconds"": 0.031, ""candidate_count"": 20, ""pending_count"": 7}, {""action_id"": 7, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 28.104461, ""gap_percent"": 0.219619, ""solve_time_seconds"": 0.016, ""candidate_count"": 20, ""pending_count"": 6}, {""action_id"": 8, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 30.999978, ""gap_percent"": 4.098751, ""solve_time_seconds"": 0.013, ""candidate_count"": 20, ""pending_count"": 6}, {""action_id"": 9, ""action_level"": ""L2"", ""action_type"": ""insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 30.571422, ""gap_percent"": 1.725477, ""solve_time_seconds"": 0.012, ""candidate_count"": 17, ""pending_count"": 6}, {""action_id"": 10, ""action_level"": ""L2"", ""action_type"": ""continue_suffix_insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 24.402118, ""gap_percent"": 0.348908, ""solve_time_seconds"": 0.017, ""candidate_count"": 20, ""pending_count"": 7}, {""action_id"": 11, ""action_level"": ""L2"", ""action_type"": ""continue_suffix_insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 18.587829, ""gap_percent"": 4.099164, ""solve_time_seconds"": 0.018, ""candidate_count"": 20, ""pending_count"": 7}, {""action_id"": 12, ""action_level"": ""L2"", ""action_type"": ""continue_suffix_insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 18.145783, ""gap_percent"": 0.340149, ""solve_time_seconds"": 0.015, ""candidate_count"": 20, ""pending_count"": 6}, {""action_id"": 13, ""action_level"": ""L2"", ""action_type"": ""continue_suffix_insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 20.933757, ""gap_percent"": 3.959479, ""solve_time_seconds"": 0.013, ""candidate_count"": 20, ""pending_count"": 6}, {""action_id"": 14, ""action_level"": ""L2"", ""action_type"": ""continue_suffix_insert_rescue_recovery"", ""status"": ""optimal"", ""objective"": 20.525028, ""gap_percent"": 2.570047, ""solve_time_seconds"": 0.012, ""candidate_count"": 17, ""pending_count"": 6}]",True,True,True,True,True,True,"[5, 3, 4]","[9, 2, 4]","[4, 6, 7, 10, 0]","[{""launch_node"": 4, ""customers"": [1, 8], ""recovery_node"": 6, ""energy_wh"": 397.171224, ""original_candidate_id"": 5}]",D:\MV-DAPDPUCP\codex_drone_gurobi\recourse_validation_results\all_cases_3failures_strict_rescue_penalty\small\small_10c_1v_seed3\fail_5
