experiment,instance_class,instance_name,instance_scale,analysis_mode,parameter_name,parameter_value,x_numeric,parameter_order,is_baseline,drone_capacity_factor,drone_speed_factor,drone_battery_factor,run_count,z_total_mean,z_total_std,solve_seconds_mean,solve_seconds_std,unserved_count_mean,unserved_count_std,sortie_count_mean,sortie_count_std,avg_customers_per_sortie_mean,avg_customers_per_sortie_std,drone_serviceable_count_mean,drone_serviceable_count_std,drone_served_customers_mean,drone_served_customers_std,drone_utilization_mean,drone_utilization_std,sortie_attempted_mean,sortie_attempted_std,sortie_selected_mean,sortie_selected_std,sortie_feasible_rate_mean,sortie_feasible_rate_std,z_fixed_mean,z_fixed_std,z_truck_mean,z_truck_std,z_drone_mean,z_drone_std,z_fail_expected_mean,z_fail_expected_std,z_unserved_penalty_mean,z_unserved_penalty_std,z_tw_penalty_mean,z_tw_penalty_std,z_fixed_ratio_mean,z_fixed_ratio_std,z_truck_ratio_mean,z_truck_ratio_std,z_drone_ratio_mean,z_drone_ratio_std,z_fail_expected_ratio_mean,z_fail_expected_ratio_std,z_unserved_penalty_ratio_mean,z_unserved_penalty_ratio_std,z_tw_penalty_ratio_mean,z_tw_penalty_ratio_std,online_success_rate_mean,online_success_rate_std,mc_mean_mean,mc_mean_std,mc_std_mean,mc_std_std,z_total_mean_std,solve_seconds_mean_std,unserved_count_mean_std,sortie_count_mean_std
5.2,deterministic,medium_60c_4v_seed2.json,medium,speed_only,drone_speed_factor,0.85,0.85,3,False,1.0,0.85,1.0,1,327.6914491629195,0.0,2127.000172900036,0.0,0.0,0.0,11.0,0.0,1.0,0.0,56.0,0.0,11.0,0.0,0.19642857142857142,0.0,60869.0,0.0,21.0,0.0,0.0003450032036011763,0.0,88.0,0.0,91.76870169645893,0.0,8.321264965104382,0.0,139.60148250135617,0.0,0.0,0.0,0.0,0.0,0.26854530450762154,0.0,0.2800460675152801,0.0,0.025393598112983622,0.0,0.42601502986411466,0.0,0.0,0.0,0.0,0.0,76.66666666666667,0.0,375.3612329163519,0.0,2.654386833024383,0.0,327.6914+/-0.0000,2127.0002+/-0.0000,0.0000+/-0.0000,11.0000+/-0.0000
5.2,deterministic,medium_60c_4v_seed2.json,medium,speed_only,drone_speed_factor,1.0,1.0,4,True,1.0,1.0,1.0,1,326.4314376236389,0.0,2051.7327581001446,0.0,0.0,0.0,9.0,0.0,1.2222222222222223,0.0,56.0,0.0,11.0,0.0,0.19642857142857142,0.0,60869.0,0.0,21.0,0.0,0.0003450032036011763,0.0,66.0,0.0,104.67768082786075,0.0,6.742161951743591,0.0,149.01159484403453,0.0,0.0,0.0,0.0,0.0,0.20218640851649558,0.0,0.3206727930063817,0.0,0.020654144100903073,0.0,0.4564866543762196,0.0,0.0,0.0,0.0,0.0,76.66666666666667,0.0,369.5250305109887,0.0,0.4505034677411552,0.0,326.4314+/-0.0000,2051.7328+/-0.0000,0.0000+/-0.0000,9.0000+/-0.0000
5.2,deterministic,medium_60c_4v_seed2.json,medium,speed_only,drone_speed_factor,1.15,1.15,5,False,1.0,1.15,1.0,1,333.9239021115682,0.0,1786.3548169001006,0.0,0.0,0.0,6.0,0.0,1.1666666666666667,0.0,56.0,0.0,7.0,0.0,0.125,0.0,60869.0,0.0,18.0,0.0,0.0002957170316581511,0.0,88.0,0.0,105.24316436311209,0.0,4.666096406450093,0.0,136.01464134200603,0.0,0.0,0.0,0.0,0.0,0.26353309674309594,0.0,0.31517110245060864,0.0,0.013973532223791187,0.0,0.4073222685825042,0.0,0.0,0.0,0.0,0.0,76.66666666666667,0.0,390.9172666548626,0.0,2.570508761765676,0.0,333.9239+/-0.0000,1786.3548+/-0.0000,0.0000+/-0.0000,6.0000+/-0.0000
5.2,deterministic,medium_60c_4v_seed2.json,medium,speed_only,drone_speed_factor,1.3,1.3,6,False,1.0,1.3,1.0,1,322.087524814077,0.0,2087.0757730000187,0.0,0.0,0.0,10.0,0.0,1.1,0.0,56.0,0.0,11.0,0.0,0.19642857142857142,0.0,60869.0,0.0,20.0,0.0,0.0003285744796201679,0.0,88.0,0.0,86.39852887658867,0.0,6.9305273854725895,0.0,140.75846855201578,0.0,0.0,0.0,0.0,0.0,0.27321766048156454,0.0,0.26824549918989155,0.0,0.021517528160934492,0.0,0.4370193121676095,0.0,0.0,0.0,0.0,0.0,76.66666666666667,0.0,373.55926925058077,0.0,0.5699821418193015,0.0,322.0875+/-0.0000,2087.0758+/-0.0000,0.0000+/-0.0000,10.0000+/-0.0000
5.2,deterministic,medium_60c_4v_seed2.json,medium,speed_only,drone_speed_factor,1.5,1.5,7,False,1.0,1.5,1.0,1,306.5595140497728,0.0,2375.471468700096,0.0,0.0,0.0,10.0,0.0,1.2,0.0,56.0,0.0,12.0,0.0,0.21428571428571427,0.0,60869.0,0.0,19.0,0.0,0.0003121457556391595,0.0,66.0,0.0,76.44517892898496,0.0,8.350304375088367,0.0,155.76403074569953,0.0,0.0,0.0,0.0,0.0,0.21529261684986975,0.0,0.24936488813905597,0.0,0.02723877091523774,0.0,0.5081037240958367,0.0,0.0,0.0,0.0,0.0,76.66666666666667,0.0,338.70994592333767,0.0,1.2466078265232865,0.0,306.5595+/-0.0000,2375.4715+/-0.0000,0.0000+/-0.0000,10.0000+/-0.0000
5.2,deterministic,medium_60c_4v_seed3.json,medium,speed_only,drone_speed_factor,0.6,0.6,1,False,1.0,0.6,1.0,1,267.01821634576993,0.0,1670.97993650008,0.0,0.0,0.0,11.0,0.0,1.6363636363636365,0.0,59.0,0.0,18.0,0.0,0.3050847457627119,0.0,73722.0,0.0,27.0,0.0,0.0003662407422479043,0.0,66.0,0.0,64.95314723068728,0.0,7.319093428095666,0.0,128.74597568698695,0.0,0.0,0.0,0.0,0.0,0.24717414752907574,0.0,0.2432536181223587,0.0,0.027410464829927376,0.0,0.48216176951863804,0.0,0.0,0.0,0.0,0.0,70.0,0.0,351.8526075781132,0.0,2.3615448033846076,0.0,267.0182+/-0.0000,1670.9799+/-0.0000,0.0000+/-0.0000,11.0000+/-0.0000
5.2,deterministic,medium_60c_4v_seed3.json,medium,speed_only,drone_speed_factor,0.75,0.75,2,False,1.0,0.75,1.0,1,288.54356932204155,0.0,1542.891473900061,0.0,0.0,0.0,10.0,0.0,1.6,0.0,59.0,0.0,16.0,0.0,0.2711864406779661,0.0,73722.0,0.0,26.0,0.0,0.00035267627031279673,0.0,66.0,0.0,69.4862979516746,0.0,7.5528057205369405,0.0,145.50446564982997,0.0,0.0,0.0,0.0,0.0,0.22873495380636205,0.0,0.24081735079017272,0.0,0.02617561617568855,0.0,0.5042720792277765,0.0,0.0,0.0,0.0,0.0,70.0,0.0,354.0414269452725,0.0,1.5825905883986302,0.0,288.5436+/-0.0000,1542.8915+/-0.0000,0.0000+/-0.0000,10.0000+/-0.0000
5.2,deterministic,medium_60c_4v_seed3.json,medium,speed_only,drone_speed_factor,0.85,0.85,3,False,1.0,0.85,1.0,1,282.2782154028447,0.0,1438.678678700002,0.0,0.0,0.0,7.0,0.0,1.4285714285714286,0.0,59.0,0.0,10.0,0.0,0.1694915254237288,0.0,73722.0,0.0,26.0,0.0,0.00035267627031279673,0.0,66.0,0.0,89.5004670900129,0.0,5.4429834999252575,0.0,121.33476481290653,0.0,0.0,0.0,0.0,0.0,0.23381187919801083,0.0,0.3170647333244794,0.0,0.019282336372140763,0.0,0.429841051105369,0.0,0.0,0.0,0.0,0.0,70.0,0.0,361.6910532038543,0.0,2.6616604416986633,0.0,282.2782+/-0.0000,1438.6787+/-0.0000,0.0000+/-0.0000,7.0000+/-0.0000
5.2,deterministic,medium_60c_4v_seed3.json,medium,speed_only,drone_speed_factor,1.0,1.0,4,True,1.0,1.0,1.0,1,275.25904424008144,0.0,1391.5924017000943,0.0,0.0,0.0,10.0,0.0,1.2,0.0,59.0,0.0,12.0,0.0,0.2033898305084746,0.0,73722.0,0.0,25.0,0.0,0.00033911179837768917,0.0,66.0,0.0,74.07359506789409,0.0,7.272747871692402,0.0,127.91270130049499,0.0,0.0,0.0,0.0,0.0,0.23977413778431447,0.0,0.2691050362119508,0.0,0.026421467428147785,0.0,0.4646993585755871,0.0,0.0,0.0,0.0,0.0,70.0,0.0,359.4776777075088,0.0,2.6296572888496947,0.0,275.2590+/-0.0000,1391.5924+/-0.0000,0.0000+/-0.0000,10.0000+/-0.0000
5.2,deterministic,medium_60c_4v_seed3.json,medium,speed_only,drone_speed_factor,1.15,1.15,5,False,1.0,1.15,1.0,1,281.79683434558774,0.0,1202.1604085001163,0.0,0.0,0.0,12.0,0.0,1.0,0.0,59.0,0.0,12.0,0.0,0.2033898305084746,0.0,73722.0,0.0,24.0,0.0,0.0003255473264425816,0.0,66.0,0.0,80.59617068914919,0.0,8.522783178683378,0.0,126.67788047775521,0.0,0.0,0.0,0.0,0.0,0.2342112896806337,0.0,0.2860080769761533,0.0,0.03024442484769462,0.0,0.44953620849551845,0.0,0.0,0.0,0.0,0.0,70.0,0.0,354.2392472071385,0.0,3.405994169621017,0.0,281.7968+/-0.0000,1202.1604+/-0.0000,0.0000+/-0.0000,12.0000+/-0.0000
5.2,deterministic,medium_60c_4v_seed3.json,medium,speed_only,drone_speed_factor,1.3,1.3,6,False,1.0,1.3,1.0,1,282.66171057288363,0.0,1075.2752584998962,0.0,0.0,0.0,8.0,0.0,1.0,0.0,59.0,0.0,8.0,0.0,0.13559322033898305,0.0,73722.0,0.0,24.0,0.0,0.0003255473264425816,0.0,66.0,0.0,81.74042947114181,0.0,5.6112245451085885,0.0,129.31005655663327,0.0,0.0,0.0,0.0,0.0,0.23349465998148364,0.0,0.2891811179712833,0.0,0.01985137829151341,0.0,0.4574728437557197,0.0,0.0,0.0,0.0,0.0,70.0,0.0,360.9699224483617,0.0,1.572930108944965,0.0,282.6617+/-0.0000,1075.2753+/-0.0000,0.0000+/-0.0000,8.0000+/-0.0000
5.2,deterministic,medium_60c_4v_seed3.json,medium,speed_only,drone_speed_factor,1.5,1.5,7,False,1.0,1.5,1.0,1,280.0692736907466,0.0,1218.522646999918,0.0,0.0,0.0,8.0,0.0,1.0,0.0,59.0,0.0,8.0,0.0,0.13559322033898305,0.0,73722.0,0.0,23.0,0.0,0.00031198285450747404,0.0,66.0,0.0,93.66930443954129,0.0,6.498327866842272,0.0,113.90164138436309,0.0,0.0,0.0,0.0,0.0,0.23565598300111068,0.0,0.3344504850716728,0.0,0.023202573353397368,0.0,0.40669095857381926,0.0,0.0,0.0,0.0,0.0,70.0,0.0,371.6958347366313,0.0,1.05958931998831,0.0,280.0693+/-0.0000,1218.5226+/-0.0000,0.0000+/-0.0000,8.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed1.json,small,speed_only,drone_speed_factor,0.6,0.6,1,False,1.0,0.6,1.0,1,55.07502471296422,0.0,114.43552640010603,0.0,0.0,0.0,3.0,0.0,2.0,0.0,15.0,0.0,6.0,0.0,0.4,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,11.760747349840061,0.0,2.494501573665036,0.0,18.819775789459126,0.0,0.0,0.0,0.0,0.0,0.39945510900190984,0.0,0.21354048248064925,0.0,0.04529279081880921,0.0,0.34171161769863173,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,59.56481749995562,0.0,0.0,0.0,55.0750+/-0.0000,114.4355+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed1.json,small,speed_only,drone_speed_factor,0.75,0.75,2,False,1.0,0.75,1.0,1,55.32072250893386,0.0,141.55847520008683,0.0,0.0,0.0,3.0,0.0,1.3333333333333333,0.0,15.0,0.0,4.0,0.0,0.26666666666666666,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,11.551388802725068,0.0,2.108819945167011,0.0,19.660513761041777,0.0,0.0,0.0,0.0,0.0,0.397680995515689,0.0,0.20880762721165852,0.0,0.0381198915980617,0.0,0.3553914856745907,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,59.201592056855134,0.0,0.2679963380835005,0.0,55.3207+/-0.0000,141.5585+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed1.json,small,speed_only,drone_speed_factor,0.85,0.85,3,False,1.0,0.85,1.0,1,55.32699281692891,0.0,142.67824920010753,0.0,0.0,0.0,3.0,0.0,1.6666666666666667,0.0,15.0,0.0,5.0,0.0,0.3333333333333333,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,10.454508662447347,0.0,2.6008787047881916,0.0,20.271605449693368,0.0,0.0,0.0,0.0,0.0,0.39763592561040945,0.0,0.18895855585428611,0.0,0.04700921868994797,0.0,0.3663962998453565,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,58.31044267079359,0.0,0.0,0.0,55.3270+/-0.0000,142.6782+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed1.json,small,speed_only,drone_speed_factor,1.0,1.0,4,True,1.0,1.0,1.0,1,56.26215705960893,0.0,136.83634659997188,0.0,0.0,0.0,5.0,0.0,1.0,0.0,15.0,0.0,5.0,0.0,0.3333333333333333,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,11.495868733880044,0.0,3.0638732061284526,0.0,19.70241511960043,0.0,0.0,0.0,0.0,0.0,0.3910266002899839,0.0,0.2043268394722289,0.0,0.05445708743236282,0.0,0.3501894728054243,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,59.75492747024314,0.0,0.02848737228010905,0.0,56.2622+/-0.0000,136.8363+/-0.0000,0.0000+/-0.0000,5.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed1.json,small,speed_only,drone_speed_factor,1.15,1.15,5,False,1.0,1.15,1.0,1,58.00771453031925,0.0,114.90081030013971,0.0,0.0,0.0,3.0,0.0,1.3333333333333333,0.0,15.0,0.0,4.0,0.0,0.26666666666666666,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,16.44729436045734,0.0,2.7059368560132877,0.0,16.854483313848622,0.0,0.0,0.0,0.0,0.0,0.37925989979317537,0.0,0.28353632777345045,0.0,0.04664787912992088,0.0,0.2905558933034534,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,64.45908872162855,0.0,0.3884028829634885,0.0,58.0077+/-0.0000,114.9008+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed1.json,small,speed_only,drone_speed_factor,1.3,1.3,6,False,1.0,1.3,1.0,1,58.58597927583684,0.0,138.2378805000335,0.0,0.0,0.0,5.0,0.0,1.0,0.0,15.0,0.0,5.0,0.0,0.3333333333333333,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,13.52556821994215,0.0,3.5971490578041276,0.0,19.463261998090566,0.0,0.0,0.0,0.0,0.0,0.37551646779545533,0.0,0.23086698194905184,0.0,0.061399486741834375,0.0,0.33221706351365843,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,62.22979723113237,0.0,0.09277893839106613,0.0,58.5860+/-0.0000,138.2379+/-0.0000,0.0000+/-0.0000,5.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed1.json,small,speed_only,drone_speed_factor,1.5,1.5,7,False,1.0,1.5,1.0,1,59.01902560694946,0.0,136.99555059988052,0.0,0.0,0.0,3.0,0.0,1.0,0.0,15.0,0.0,3.0,0.0,0.2,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,15.286810402336048,0.0,2.556788201744294,0.0,19.17542700286912,0.0,0.0,0.0,0.0,0.0,0.37276115242081376,0.0,0.2590149573824213,0.0,0.04332142348082469,0.0,0.3249024667159402,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,63.389969917008486,0.0,0.12636169508788841,0.0,59.0190+/-0.0000,136.9956+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,0.6,0.6,1,False,1.0,0.6,1.0,1,73.3378279025642,0.0,88.23169519985095,0.0,0.0,0.0,3.0,0.0,1.3333333333333333,0.0,13.0,0.0,4.0,0.0,0.3076923076923077,0.0,5654.0,0.0,4.0,0.0,0.0007074637424831977,0.0,22.0,0.0,22.64179892611863,0.0,1.8827017374611228,0.0,26.813327238984446,0.0,0.0,0.0,0.0,0.0,0.29998161425272846,0.0,0.30873288142921634,0.0,0.02567163210727292,0.0,0.36561387221078223,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,99.46370171905848,0.0,0.603261815041145,0.0,73.3378+/-0.0000,88.2317+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,0.75,0.75,2,False,1.0,0.75,1.0,1,72.24193442164785,0.0,90.37266479991376,0.0,0.0,0.0,3.0,0.0,1.6666666666666667,0.0,13.0,0.0,5.0,0.0,0.38461538461538464,0.0,5654.0,0.0,6.0,0.0,0.0010611956137247967,0.0,22.0,0.0,20.21365721264173,0.0,2.268140114411328,0.0,27.760137094594786,0.0,0.0,0.0,0.0,0.0,0.30453226614329876,0.0,0.27980503809134644,0.0,0.03139644768055466,0.0,0.3842662480848,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,98.31472109938294,0.0,1.844139188497184,0.0,72.2419+/-0.0000,90.3727+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,0.85,0.85,3,False,1.0,0.85,1.0,1,73.78842860568099,0.0,93.18835110007785,0.0,0.0,0.0,2.0,0.0,1.5,0.0,13.0,0.0,3.0,0.0,0.23076923076923078,0.0,5654.0,0.0,6.0,0.0,0.0010611956137247967,0.0,22.0,0.0,19.706536711361963,0.0,1.9661995508589711,0.0,30.11569234346006,0.0,0.0,0.0,0.0,0.0,0.29814972910679677,0.0,0.26706811736935065,0.0,0.026646448339023077,0.0,0.40813570518482956,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,97.8136381905437,0.0,0.06551718692067822,0.0,73.7884+/-0.0000,93.1884+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,1.0,1.0,4,True,1.0,1.0,1.0,1,73.5557314345551,0.0,63.56068299990147,0.0,0.0,0.0,2.0,0.0,1.0,0.0,13.0,0.0,2.0,0.0,0.15384615384615385,0.0,5654.0,0.0,4.0,0.0,0.0007074637424831977,0.0,22.0,0.0,23.5501390499429,0.0,1.2975788973576838,0.0,26.70801348725451,0.0,0.0,0.0,0.0,0.0,0.29909294042673085,0.0,0.32016728799571814,0.0,0.017640758538472037,0.0,0.36309901303907893,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,102.18758111090304,0.0,0.10312755537875362,0.0,73.5557+/-0.0000,63.5607+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,1.15,1.15,5,False,1.0,1.15,1.0,1,74.12057777742423,0.0,62.173194700153545,0.0,0.0,0.0,3.0,0.0,1.6666666666666667,0.0,13.0,0.0,5.0,0.0,0.38461538461538464,0.0,5654.0,0.0,4.0,0.0,0.0007074637424831977,0.0,22.0,0.0,18.510792064133305,0.0,2.89009764907907,0.0,30.719688064211855,0.0,0.0,0.0,0.0,0.0,0.29681366038542667,0.0,0.24973890678131427,0.0,0.03899183918611251,0.0,0.4144555936471465,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,97.37387708583245,0.0,0.7486182271925346,0.0,74.1206+/-0.0000,62.1732+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,1.3,1.3,6,False,1.0,1.3,1.0,1,74.59745716003081,0.0,62.10637679998763,0.0,0.0,0.0,3.0,0.0,1.3333333333333333,0.0,13.0,0.0,4.0,0.0,0.3076923076923077,0.0,5654.0,0.0,2.0,0.0,0.00035373187124159886,0.0,22.0,0.0,20.890258898268556,0.0,2.768010209927714,0.0,28.939188051834538,0.0,0.0,0.0,0.0,0.0,0.2949162188304129,0.0,0.280039825666625,0.0,0.03710595930890268,0.0,0.38793799619405933,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,100.15771637855269,0.0,0.13508850325855917,0.0,74.5975+/-0.0000,62.1064+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,1.5,1.5,7,False,1.0,1.5,1.0,1,73.7982763390902,0.0,57.93431989988312,0.0,0.0,0.0,2.0,0.0,1.0,0.0,13.0,0.0,2.0,0.0,0.15384615384615385,0.0,5654.0,0.0,2.0,0.0,0.00035373187124159886,0.0,22.0,0.0,22.906962795764077,0.0,1.601885165858881,0.0,27.289428377467235,0.0,0.0,0.0,0.0,0.0,0.2981099436376243,0.0,0.3103996994524721,0.0,0.021706268023097157,0.0,0.3697840888868065,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,101.50851883221706,0.0,0.0,0.0,73.7983+/-0.0000,57.9343+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,0.6,0.6,1,False,1.0,0.6,1.0,1,50.98370963839387,0.0,98.71040820004418,0.0,0.0,0.0,3.0,0.0,1.6666666666666667,0.0,14.0,0.0,5.0,0.0,0.35714285714285715,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,11.737180602689751,0.0,1.9502127034978116,0.0,15.29631633220631,0.0,0.0,0.0,0.0,0.0,0.43151038157161964,0.0,0.23021433092916668,0.0,0.03825168308328003,0.0,0.30002360441593373,0.0,0.0,0.0,0.0,0.0,80.0,0.0,53.48151845360004,0.0,0.3351978899132059,0.0,50.9837+/-0.0000,98.7104+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,0.75,0.75,2,False,1.0,0.75,1.0,1,53.810352742264286,0.0,82.50539700011723,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,4.0,0.0,0.2857142857142857,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,13.846647640582635,0.0,1.7542776264721964,0.0,16.209427475209463,0.0,0.0,0.0,0.0,0.0,0.4088432593143091,0.0,0.2573231159978451,0.0,0.03260111738859377,0.0,0.3012325072992522,0.0,0.0,0.0,0.0,0.0,80.0,0.0,56.067635793645856,0.0,7.105427357601002e-15,0.0,53.8104+/-0.0000,82.5054+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,0.85,0.85,3,False,1.0,0.85,1.0,1,52.10142371976118,0.0,95.75677529978566,0.0,0.0,0.0,3.0,0.0,2.0,0.0,14.0,0.0,6.0,0.0,0.42857142857142855,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,11.099197965740178,0.0,2.981420788526459,0.0,16.02080496549455,0.0,0.0,0.0,0.0,0.0,0.42225333646028135,0.0,0.21303060786667988,0.0,0.0572234034248791,0.0,0.3074926522481598,0.0,0.0,0.0,0.0,0.0,80.0,0.0,53.916247953153345,0.0,0.18221279186875208,0.0,52.1014+/-0.0000,95.7568+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,1.0,1.0,4,True,1.0,1.0,1.0,1,51.37411680767965,0.0,89.30521769984625,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,4.0,0.0,0.2857142857142857,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,11.839848715593867,0.0,2.306703827513723,0.0,15.227564264572061,0.0,0.0,0.0,0.0,0.0,0.4282312060440392,0.0,0.230463304311715,0.0,0.04490011645648195,0.0,0.29640537318776394,0.0,0.0,0.0,0.0,0.0,80.0,0.0,53.976641985824,0.0,0.1146610290291858,0.0,51.3741+/-0.0000,89.3052+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,1.15,1.15,5,False,1.0,1.15,1.0,1,53.2602474764106,0.0,84.68573120003566,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,4.0,0.0,0.2857142857142857,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,14.009719600748372,0.0,2.394146145891403,0.0,14.856381729770826,0.0,0.0,0.0,0.0,0.0,0.4130660491155994,0.0,0.2630427056681138,0.0,0.04495184043130461,0.0,0.27893940478498225,0.0,0.0,0.0,0.0,0.0,80.0,0.0,55.899518779345954,0.0,0.0,0.0,53.2602+/-0.0000,84.6857+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,1.3,1.3,6,False,1.0,1.3,1.0,1,54.81329232752161,0.0,85.50549160013907,0.0,0.0,0.0,3.0,0.0,1.0,0.0,14.0,0.0,3.0,0.0,0.21428571428571427,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,18.251001709114444,0.0,2.1390075907138657,0.0,12.423283027693294,0.0,0.0,0.0,0.0,0.0,0.40136249923732203,0.0,0.33296671179794585,0.0,0.03902351965893272,0.0,0.22664726930579934,0.0,0.0,0.0,0.0,0.0,80.0,0.0,60.7842332010615,0.0,0.7867731804906007,0.0,54.8133+/-0.0000,85.5055+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,1.5,1.5,7,False,1.0,1.5,1.0,1,56.11973109747982,0.0,163.5949006001465,0.0,0.0,0.0,2.0,0.0,1.0,0.0,14.0,0.0,2.0,0.0,0.14285714285714285,0.0,7142.0,0.0,8.0,0.0,0.0011201344161299357,0.0,22.0,0.0,17.617499814479444,0.0,1.7186833451472343,0.0,14.783547937853141,0.0,0.0,0.0,0.0,0.0,0.392018984584692,0.0,0.31392701764514686,0.0,0.030625295444874565,0.0,0.2634287023252866,0.0,0.0,0.0,0.0,0.0,80.0,0.0,59.61074854732044,0.0,0.06404837963241902,0.0,56.1197+/-0.0000,163.5949+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
