experiment,instance_class,instance_scale,analysis_mode,parameter_name,parameter_value,x_numeric,parameter_order,is_baseline,instance_count,z_total_mean_across_instances_mean,z_total_mean_across_instances_std,solve_seconds_mean_across_instances_mean,solve_seconds_mean_across_instances_std,unserved_count_mean_across_instances_mean,unserved_count_mean_across_instances_std,sortie_count_mean_across_instances_mean,sortie_count_mean_across_instances_std,avg_customers_per_sortie_mean_across_instances_mean,avg_customers_per_sortie_mean_across_instances_std,drone_utilization_mean_across_instances_mean,drone_utilization_mean_across_instances_std,sortie_feasible_rate_mean_across_instances_mean,sortie_feasible_rate_mean_across_instances_std,online_success_rate_mean_across_instances_mean,online_success_rate_mean_across_instances_std,mc_mean_mean_across_instances_mean,mc_mean_mean_across_instances_std,mc_std_mean_across_instances_mean,mc_std_mean_across_instances_std,z_fixed_ratio_mean_across_instances_mean,z_fixed_ratio_mean_across_instances_std,z_truck_ratio_mean_across_instances_mean,z_truck_ratio_mean_across_instances_std,z_drone_ratio_mean_across_instances_mean,z_drone_ratio_mean_across_instances_std,z_fail_expected_ratio_mean_across_instances_mean,z_fail_expected_ratio_mean_across_instances_std,z_unserved_penalty_ratio_mean_across_instances_mean,z_unserved_penalty_ratio_mean_across_instances_std
5.1,deterministic,small,penalty_multiplier,failure_penalty_multiplier,1.0,1.0,1,True,3,60.39733510061456,11.654646281072417,95.84810266667046,35.93434493661106,0.0,0.0,3.0,1.7320508075688772,1.3333333333333333,0.5773502691896257,0.2576312576312576,0.09298066599998007,0.0007231946815082225,0.00010988840976192253,68.88888888888889,13.877773329774216,71.97305018899006,26.325568463155527,0.08209198556268282,0.04677976247793502,0.37278358225358466,0.06647389481570125,0.2516524772598874,0.06075761817419655,0.038999320809105606,0.019104320460562214,0.3365646196774224,0.03537284079946004,0.0,0.0
5.1,deterministic,small,penalty_multiplier,failure_penalty_multiplier,2.0,2.0,2,False,3,81.46581868359402,16.69584868518739,95.99661783330764,37.98341053803778,0.0,0.0,1.6666666666666667,0.5773502691896257,1.5,0.5,0.18962148962148961,0.10391982923976069,0.0007231946815082225,0.00010988840976192253,68.88888888888889,13.877773329774216,109.15367838872075,46.88548857446366,0.503149956575857,0.8277719327377453,0.2772013683701322,0.05250412283534734,0.26181762777648154,0.05988134239520356,0.01828179640000695,0.009724317225456096,0.44269920745337926,0.06861106015926619,0.0,0.0
5.1,deterministic,small,penalty_multiplier,failure_penalty_multiplier,3.0,3.0,3,False,3,98.06509795925089,22.855240872091283,95.10582323333558,32.49804309429025,0.0,0.0,2.3333333333333335,0.5773502691896257,1.2222222222222223,0.3849001794597506,0.21001221001221002,0.10694047027910869,0.0007231946815082225,0.00010988840976192253,68.88888888888889,13.877773329774216,141.9717648397497,64.975802003768,1.2287502148582188,0.21598645831963229,0.23187583866019199,0.048620191963537084,0.22968267731989062,0.02841029894337766,0.01947157656795846,0.013012046519604184,0.518969907451959,0.058033227651399615,0.0,0.0
5.1,deterministic,small,penalty_multiplier,failure_penalty_multiplier,5.0,5.0,4,False,3,133.8449093967146,33.36878325337235,100.36753993341699,48.79273301359975,0.0,0.0,2.0,1.0,1.4444444444444444,0.5091750772173156,0.20976800976800977,0.11544061280492598,0.0007231946815082225,0.00010988840976192253,68.88888888888889,13.877773329774216,209.07323868218367,106.6752550679693,0.6453594583338729,0.14369647467053034,0.1708800953231146,0.03943296913370051,0.17509544423622347,0.015266633869463407,0.014355669046868358,0.009250021519693645,0.6396687913937936,0.04572627074114388,0.0,0.0
5.1,deterministic,small,penalty_multiplier,failure_penalty_multiplier,10.0,10.0,5,False,3,218.22542062608701,61.28458159673011,84.4334239999298,15.68255352650555,0.0,0.0,2.0,1.7320508075688772,1.1666666666666667,0.28867513459481287,0.1827838827838828,0.18813473518064594,0.0006540814048477761,0.00021767646783583657,68.88888888888889,13.877773329774216,375.9842892376286,212.54074300348358,0.13042533840203419,0.22590331270668743,0.10589538967990397,0.027383654684303652,0.1220129204132709,0.024009805087614165,0.00774228818826696,0.008204066313965837,0.7643494017185581,0.020370036575305502,0.0,0.0
5.2,deterministic,large,speed_only,drone_speed_factor,0.6,0.6,1,False,3,1193.9861947349448,33.38792670686351,3506.4053405666104,1787.3669553189695,0.0,0.0,22.333333333333332,2.516611478423583,1.4918181818181817,0.04881234094057745,0.24134222034137395,0.02662617276327337,0.00029341611697672985,9.34762220777118e-05,69.11111111111111,7.897491397296381,1526.3488637858482,302.604995152919,4.90050821694403,1.7647940428170976,0.15379166177207892,0.014529114287958871,0.2851648468580896,0.01404323932443886,0.013314456986133543,0.0018595509570879147,0.5477290343836979,0.02473713690400336,0.0,0.0
5.2,deterministic,large,speed_only,drone_speed_factor,0.75,0.75,2,False,3,1188.72876745618,57.77032765754946,3302.5441795333754,1671.531870639017,0.0,0.0,24.666666666666668,2.309401076758503,1.5116550116550116,0.18771806506396413,0.2681443080829454,0.007952969810844597,0.0002737430044811206,7.710326184304614e-05,69.11111111111111,7.897491397296381,1506.3885209891528,349.6860153236159,4.5911963009051595,4.592320503913167,0.16075776890310714,0.01518177002191562,0.2596923204553317,0.02434180342451485,0.0165147198993467,0.0004392145814886619,0.5630351907422145,0.02825373583216918,0.0,0.0
5.2,deterministic,large,speed_only,drone_speed_factor,0.85,0.85,3,False,3,1191.9410235531295,36.60739984649811,3109.236969500004,1926.4616379880447,0.0,0.0,27.333333333333332,1.5275252316519468,1.4266299898483805,0.04969254893698762,0.28269149386373255,0.020528028498747193,0.0002651145144422784,8.00995244819535e-05,69.11111111111111,7.897491397296381,1507.0443390099726,290.5196894720004,5.848634012081333,2.815098745092219,0.15412840410110001,0.015616941232222774,0.26707801659243097,0.014324266213097247,0.018622110195306876,0.0010278417175019407,0.5601714691111622,0.02933405005209243,0.0,0.0
5.2,deterministic,large,speed_only,drone_speed_factor,1.0,1.0,4,True,3,1194.7432183810313,33.52640525220921,2936.585805633416,1925.4079261516206,0.0,0.0,25.0,2.6457513110645907,1.2439782439782439,0.13318029045231056,0.22721822541966427,0.04746066302881242,0.0002509554815166598,9.546242791502861e-05,69.11111111111111,7.897491397296381,1515.1647968715015,324.73964938011017,3.882377723802209,0.2486013758909887,0.1597209798990399,0.012542564993717283,0.27339337395409985,0.021936725884573814,0.01696579477654704,0.00356816468820438,0.5499198513703132,0.034062099140294295,0.0,0.0
5.2,deterministic,large,speed_only,drone_speed_factor,1.15,1.15,5,False,3,1211.639651505688,48.411870801359775,2744.95465166665,1752.602998531569,0.0,0.0,27.666666666666668,5.131601439446884,1.2459182340647859,0.1415426029796627,0.24640287769784172,0.021806395059320402,0.00025554441454896874,9.870487291793688e-05,69.11111111111111,7.897491397296381,1523.1605789450757,308.4668966400314,4.363595947343651,2.8494147985824534,0.16358782972786817,0.006492779037425078,0.25666538936481864,0.006788540859930948,0.018123269963172456,0.0013048389744525918,0.5616235109441408,0.0114063508354777,0.0,0.0
