experiment,instance_class,instance_name,instance_scale,analysis_mode,parameter_name,parameter_value,x_numeric,parameter_order,is_baseline,target_serviceable_count,ratio_seed,run_count,z_total_mean,z_total_std,solve_seconds_mean,solve_seconds_std,unserved_count_mean,unserved_count_std,sortie_count_mean,sortie_count_std,avg_customers_per_sortie_mean,avg_customers_per_sortie_std,drone_serviceable_count_mean,drone_serviceable_count_std,drone_served_customers_mean,drone_served_customers_std,drone_utilization_mean,drone_utilization_std,sortie_attempted_mean,sortie_attempted_std,sortie_selected_mean,sortie_selected_std,sortie_feasible_rate_mean,sortie_feasible_rate_std,z_fixed_mean,z_fixed_std,z_truck_mean,z_truck_std,z_drone_mean,z_drone_std,z_fail_expected_mean,z_fail_expected_std,z_unserved_penalty_mean,z_unserved_penalty_std,z_tw_penalty_mean,z_tw_penalty_std,z_fixed_ratio_mean,z_fixed_ratio_std,z_truck_ratio_mean,z_truck_ratio_std,z_drone_ratio_mean,z_drone_ratio_std,z_fail_expected_ratio_mean,z_fail_expected_ratio_std,z_unserved_penalty_ratio_mean,z_unserved_penalty_ratio_std,z_tw_penalty_ratio_mean,z_tw_penalty_ratio_std,online_success_rate_mean,online_success_rate_std,mc_mean_mean,mc_mean_std,mc_std_mean,mc_std_std,z_total_mean_std,solve_seconds_mean_std,unserved_count_mean_std,sortie_count_mean_std
5.3,deterministic,small_15c_1v_seed1.json,small,random_ratio,drone_serviceable_ratio,0.2,20.0,1,False,3,2043,1,59.30929423770266,0.0,26.728667499963194,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.6666666666666666,0.0,482.0,0.0,2.0,0.0,0.004149377593360996,0.0,22.0,0.0,20.454309750692488,0.0,1.1129914879223946,0.0,15.741992999087778,0.0,0.0,0.0,0.0,0.0,0.3709368031227506,0.0,0.34487528495474445,0.0,0.018765886565125754,0.0,0.2654220253573792,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,67.15579311657231,0.0,0.0,0.0,59.3093+/-0.0000,26.7287+/-0.0000,0.0000+/-0.0000,1.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed1.json,small,random_ratio,drone_serviceable_ratio,0.35,35.0,2,False,5,2060,1,58.50663076846447,0.0,28.763967599952593,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.6,0.0,1038.0,0.0,4.0,0.0,0.0038535645472061657,0.0,22.0,0.0,13.571694213369536,0.0,2.190278266719161,0.0,20.744658288375767,0.0,0.0,0.0,0.0,0.0,0.376025754876628,0.0,0.23196848006986562,0.0,0.03743641084695204,0.0,0.35456935420655433,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,61.436946630661396,0.0,0.1623426432191905,0.0,58.5066+/-0.0000,28.7640+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed1.json,small,random_ratio,drone_serviceable_ratio,0.5,50.0,3,True,8,2077,1,55.73682184246728,0.0,40.72770899999887,0.0,0.0,0.0,3.0,0.0,1.3333333333333333,0.0,8.0,0.0,4.0,0.0,0.5,0.0,2310.0,0.0,6.0,0.0,0.0025974025974025974,0.0,22.0,0.0,13.356501951932199,0.0,2.5160867789833286,0.0,17.864233111551744,0.0,0.0,0.0,0.0,0.0,0.39471213594094184,0.0,0.23963515518847803,0.0,0.04514227212478518,0.0,0.3205104367457948,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,60.99959519767209,0.0,7.105427357601002e-15,0.0,55.7368+/-0.0000,40.7277+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed1.json,small,random_ratio,drone_serviceable_ratio,0.75,75.0,4,False,11,2094,1,57.75333136580255,0.0,57.36701799998991,0.0,0.0,0.0,3.0,0.0,1.3333333333333333,0.0,11.0,0.0,4.0,0.0,0.36363636363636365,0.0,4398.0,0.0,4.0,0.0,0.0009095043201455207,0.0,22.0,0.0,14.20909369491024,0.0,2.4208465479523373,0.0,19.12339112293998,0.0,0.0,0.0,0.0,0.0,0.380930406605546,0.0,0.246030719940839,0.0,0.04191700272005074,0.0,0.33112187073356436,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,62.09502095506345,0.0,0.3128434304690645,0.0,57.7533+/-0.0000,57.3670+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed1.json,small,random_ratio,drone_serviceable_ratio,1.0,100.0,5,False,15,2111,1,56.26215705960893,0.0,134.6342430000659,0.0,0.0,0.0,5.0,0.0,1.0,0.0,15.0,0.0,5.0,0.0,0.3333333333333333,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,11.495868733880044,0.0,3.0638732061284526,0.0,19.70241511960043,0.0,0.0,0.0,0.0,0.0,0.3910266002899839,0.0,0.2043268394722289,0.0,0.05445708743236282,0.0,0.3501894728054243,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,59.75492747024314,0.0,0.02848737228010905,0.0,56.2622+/-0.0000,134.6342+/-0.0000,0.0000+/-0.0000,5.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed2.json,small,random_ratio,drone_serviceable_ratio,0.2,20.0,1,False,3,2043,1,74.42310254779927,0.0,25.73024329985492,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.5,0.0,198.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,24.799372175624857,0.0,0.4457922371534527,0.0,27.17793813502097,0.0,0.0,0.0,0.0,0.0,0.295607133361179,0.0,0.33322142354515677,0.0,0.005989971149981774,0.0,0.36518147194368256,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,102.78890130644015,0.0,0.0035119313388487505,0.0,74.4231+/-0.0000,25.7302+/-0.0000,0.0000+/-0.0000,1.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed2.json,small,random_ratio,drone_serviceable_ratio,0.35,35.0,2,False,5,2060,1,72.88200559005806,0.0,28.336658399784938,0.0,0.0,0.0,2.0,0.0,1.5,0.0,5.0,0.0,3.0,0.0,0.6,0.0,742.0,0.0,2.0,0.0,0.0026954177897574125,0.0,22.0,0.0,22.440479320493875,0.0,1.7335127823096692,0.0,26.70801348725451,0.0,0.0,0.0,0.0,0.0,0.30185777438321554,0.0,0.30790150653531156,0.0,0.023785195924220563,0.0,0.36645552315725227,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,101.32377117423118,0.0,0.0,0.0,72.8820+/-0.0000,28.3367+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed2.json,small,random_ratio,drone_serviceable_ratio,0.5,50.0,3,True,8,2077,1,73.23649007679475,0.0,29.572194600012153,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,0.2857142857142857,0.0,768.0,0.0,4.0,0.0,0.005208333333333333,0.0,22.0,0.0,21.187184341198865,0.0,1.3066618951610647,0.0,28.74264384043483,0.0,0.0,0.0,0.0,0.0,0.30039670083767134,0.0,0.28929819436980503,0.0,0.017841678291667412,0.0,0.3924634265008563,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,99.3719593512715,0.0,0.8531329826374207,0.0,73.2365+/-0.0000,29.5722+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed2.json,small,random_ratio,drone_serviceable_ratio,0.75,75.0,4,False,11,2094,1,73.05161592844425,0.0,44.798668399918824,0.0,0.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,0.2,0.0,3054.0,0.0,4.0,0.0,0.0013097576948264572,0.0,22.0,0.0,23.186567426099206,0.0,1.2415963334875186,0.0,26.623452168857522,0.0,0.0,0.0,0.0,0.0,0.3011569247359225,0.0,0.31739978823755227,0.0,0.01699615152529536,0.0,0.36444713550122987,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,101.36752854622848,0.0,0.1603621332385132,0.0,73.0516+/-0.0000,44.7987+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed2.json,small,random_ratio,drone_serviceable_ratio,1.0,100.0,5,False,15,2111,1,73.5557314345551,0.0,63.738394800107926,0.0,0.0,0.0,2.0,0.0,1.0,0.0,13.0,0.0,2.0,0.0,0.15384615384615385,0.0,5654.0,0.0,4.0,0.0,0.0007074637424831977,0.0,22.0,0.0,23.5501390499429,0.0,1.2975788973576838,0.0,26.70801348725451,0.0,0.0,0.0,0.0,0.0,0.29909294042673085,0.0,0.32016728799571814,0.0,0.017640758538472037,0.0,0.36309901303907893,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,102.18758111090304,0.0,0.10312755537875362,0.0,73.5557+/-0.0000,63.7384+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed3.json,small,random_ratio,drone_serviceable_ratio,0.2,20.0,1,False,3,2043,1,55.9827510107435,0.0,26.303565899841487,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,0.0,246.0,0.0,2.0,0.0,0.008130081300813009,0.0,22.0,0.0,20.80620424246247,0.0,0.5503514403198604,0.0,12.626195327961169,0.0,0.0,0.0,0.0,0.0,0.3929781870808392,0.0,0.371653837419844,0.0,0.009830732330646701,0.0,0.2255372431686701,0.0,0.0,0.0,0.0,0.0,80.0,0.0,61.823266209373344,0.0,0.0,0.0,55.9828+/-0.0000,26.3036+/-0.0000,0.0000+/-0.0000,1.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed3.json,small,random_ratio,drone_serviceable_ratio,0.35,35.0,2,False,5,2060,1,54.77553908580822,0.0,26.363906200043857,0.0,0.0,0.0,2.0,0.0,1.5,0.0,5.0,0.0,3.0,0.0,0.6,0.0,834.0,0.0,4.0,0.0,0.004796163069544364,0.0,22.0,0.0,17.59052460604864,0.0,1.812586525842624,0.0,13.372427953916954,0.0,0.0,0.0,0.0,0.0,0.40163913248824556,0.0,0.32113832012665966,0.0,0.0330911672636052,0.0,0.24413138012148955,0.0,0.0,0.0,0.0,0.0,80.0,0.0,59.81440273534423,0.0,0.0,0.0,54.7755+/-0.0000,26.3639+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed3.json,small,random_ratio,drone_serviceable_ratio,0.5,50.0,3,True,8,2077,1,54.27079101166472,0.0,35.25290219997987,0.0,0.0,0.0,3.0,0.0,1.3333333333333333,0.0,8.0,0.0,4.0,0.0,0.5,0.0,1880.0,0.0,6.0,0.0,0.0031914893617021275,0.0,22.0,0.0,14.964210328535668,0.0,2.2438826625246353,0.0,15.062698020604413,0.0,0.0,0.0,0.0,0.0,0.40537459635094353,0.0,0.27573230552912575,0.0,0.04134604675362748,0.0,0.2775470513663032,0.0,0.0,0.0,0.0,0.0,80.0,0.0,56.665474976566756,0.0,0.42197665496248893,0.0,54.2708+/-0.0000,35.2529+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed3.json,small,random_ratio,drone_serviceable_ratio,0.75,75.0,4,False,11,2094,1,52.46384604355447,0.0,44.474101699888706,0.0,0.0,0.0,2.0,0.0,2.0,0.0,10.0,0.0,4.0,0.0,0.4,0.0,3198.0,0.0,4.0,0.0,0.0012507817385866166,0.0,22.0,0.0,13.463104140609445,0.0,2.2024344116717547,0.0,14.798307491273274,0.0,0.0,0.0,0.0,0.0,0.41933639370884146,0.0,0.2566167972022607,0.0,0.041980041071394886,0.0,0.2820667680175031,0.0,0.0,0.0,0.0,0.0,80.0,0.0,54.83660901808347,0.0,0.4050893163654907,0.0,52.4638+/-0.0000,44.4741+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.3,deterministic,small_15c_1v_seed3.json,small,random_ratio,drone_serviceable_ratio,1.0,100.0,5,False,15,2111,1,51.37411680767965,0.0,88.78752489993349,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,4.0,0.0,0.2857142857142857,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,11.839848715593867,0.0,2.306703827513723,0.0,15.227564264572061,0.0,0.0,0.0,0.0,0.0,0.4282312060440392,0.0,0.230463304311715,0.0,0.04490011645648195,0.0,0.29640537318776394,0.0,0.0,0.0,0.0,0.0,80.0,0.0,53.976641985824,0.0,0.1146610290291858,0.0,51.3741+/-0.0000,88.7875+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
