experiment,instance_class,instance_name,instance_scale,analysis_mode,parameter_name,parameter_value,x_numeric,parameter_order,is_baseline,run_count,z_total_mean,z_total_std,solve_seconds_mean,solve_seconds_std,unserved_count_mean,unserved_count_std,sortie_count_mean,sortie_count_std,avg_customers_per_sortie_mean,avg_customers_per_sortie_std,drone_serviceable_count_mean,drone_serviceable_count_std,drone_served_customers_mean,drone_served_customers_std,drone_utilization_mean,drone_utilization_std,sortie_attempted_mean,sortie_attempted_std,sortie_selected_mean,sortie_selected_std,sortie_feasible_rate_mean,sortie_feasible_rate_std,z_fixed_mean,z_fixed_std,z_truck_mean,z_truck_std,z_drone_mean,z_drone_std,z_fail_expected_mean,z_fail_expected_std,z_unserved_penalty_mean,z_unserved_penalty_std,z_tw_penalty_mean,z_tw_penalty_std,z_fixed_ratio_mean,z_fixed_ratio_std,z_truck_ratio_mean,z_truck_ratio_std,z_drone_ratio_mean,z_drone_ratio_std,z_fail_expected_ratio_mean,z_fail_expected_ratio_std,z_unserved_penalty_ratio_mean,z_unserved_penalty_ratio_std,z_tw_penalty_ratio_mean,z_tw_penalty_ratio_std,online_success_rate_mean,online_success_rate_std,mc_mean_mean,mc_mean_std,mc_std_mean,mc_std_std,z_total_mean_std,solve_seconds_mean_std,unserved_count_mean_std,sortie_count_mean_std
5.1,deterministic,small_15c_1v_seed1.json,small,penalty_multiplier,failure_penalty_multiplier,1.0,1.0,1,True,1,56.26215705960893,0.0,134.58392030000687,0.0,0.0,0.0,5.0,0.0,1.0,0.0,15.0,0.0,5.0,0.0,0.3333333333333333,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,11.495868733880044,0.0,3.0638732061284526,0.0,19.70241511960043,0.0,0.0,0.0,0.0,0.0,0.3910266002899839,0.0,0.2043268394722289,0.0,0.05445708743236282,0.0,0.3501894728054243,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,59.75492747024314,0.0,0.02848737228010905,0.0,56.2622+/-0.0000,134.5839+/-0.0000,0.0000+/-0.0000,5.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed1.json,small,penalty_multiplier,failure_penalty_multiplier,2.0,2.0,2,False,1,75.84170024082725,0.0,136.22111520008184,0.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,0.0,4.0,0.0,0.26666666666666666,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,14.668599031675452,0.0,2.1764883916916027,0.0,36.99661281746019,0.0,0.0,0.0,0.0,0.0,0.29007788499125603,0.0,0.1934107355860546,0.0,0.028697779516814566,0.0,0.48781359990587475,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,84.70227571875321,0.0,0.0509234972930265,0.0,75.8417+/-0.0000,136.2211+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed1.json,small,penalty_multiplier,failure_penalty_multiplier,3.0,3.0,3,False,1,88.74407888491359,0.0,129.48606620007195,0.0,0.0,0.0,3.0,0.0,1.6666666666666667,0.0,15.0,0.0,5.0,0.0,0.3333333333333333,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,17.69689878247434,0.0,3.06047533969119,0.0,45.98670476274807,0.0,0.0,0.0,0.0,0.0,0.24790386329357664,0.0,0.19941498074958097,0.0,0.03448653001018942,0.0,0.518194625946653,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,111.23532206567866,0.0,0.985064475974306,0.0,88.7441+/-0.0000,129.4861+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed1.json,small,penalty_multiplier,failure_penalty_multiplier,5.0,5.0,4,False,1,124.14201431085644,0.0,156.40122750005685,0.0,0.0,0.0,3.0,0.0,1.3333333333333333,0.0,15.0,0.0,4.0,0.0,0.26666666666666666,0.0,9646.0,0.0,6.0,0.0,0.0006220194899440182,0.0,22.0,0.0,19.555399516913056,0.0,2.521495592855602,0.0,80.06511920108778,0.0,0.0,0.0,0.0,0.0,0.17721639303283046,0.0,0.15752442575924033,0.0,0.020311379727911284,0.0,0.644947801480018,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,159.57619533455252,0.0,0.7971319487156272,0.0,124.1420+/-0.0000,156.4012+/-0.0000,0.0000+/-0.0000,3.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed1.json,small,penalty_multiplier,failure_penalty_multiplier,10.0,10.0,5,False,1,200.58664205126394,0.0,102.53820029995404,0.0,0.0,0.0,4.0,0.0,1.5,0.0,15.0,0.0,6.0,0.0,0.4,0.0,9646.0,0.0,4.0,0.0,0.00041467965996267884,0.0,22.0,0.0,19.459412192233955,0.0,3.443765553053693,0.0,155.6834643059763,0.0,0.0,0.0,0.0,0.0,0.10967829051337057,0.0,0.09701250289269368,0.0,0.017168469035807328,0.0,0.7761407375581284,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,280.42283518904145,0.0,0.0,0.0,200.5866+/-0.0000,102.5382+/-0.0000,0.0000+/-0.0000,4.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed2.json,small,penalty_multiplier,failure_penalty_multiplier,1.0,1.0,1,True,1,73.5557314345551,0.0,63.59883249993436,0.0,0.0,0.0,2.0,0.0,1.0,0.0,13.0,0.0,2.0,0.0,0.15384615384615385,0.0,5654.0,0.0,4.0,0.0,0.0007074637424831977,0.0,22.0,0.0,23.5501390499429,0.0,1.2975788973576838,0.0,26.70801348725451,0.0,0.0,0.0,0.0,0.0,0.29909294042673085,0.0,0.32016728799571814,0.0,0.017640758538472037,0.0,0.36309901303907893,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,102.18758111090304,0.0,0.10312755537875362,0.0,73.5557+/-0.0000,63.5988+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed2.json,small,penalty_multiplier,failure_penalty_multiplier,2.0,2.0,2,False,1,100.24748441625286,0.0,60.743965100031346,0.0,0.0,0.0,2.0,0.0,1.5,0.0,13.0,0.0,3.0,0.0,0.23076923076923078,0.0,5654.0,0.0,4.0,0.0,0.0007074637424831977,0.0,22.0,0.0,28.800580198923758,0.0,1.6747341381540473,0.0,47.772170079175055,0.0,0.0,0.0,0.0,0.0,0.2194568784255019,0.0,0.2872947921499604,0.0,0.016705996643268658,0.0,0.47654233278126906,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,163.2105370047252,0.0,0.0,0.0,100.2475+/-0.0000,60.7440+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed2.json,small,penalty_multiplier,failure_penalty_multiplier,3.0,3.0,3,False,1,124.10786621441265,0.0,64.89180159987882,0.0,0.0,0.0,2.0,0.0,1.0,0.0,13.0,0.0,2.0,0.0,0.15384615384615385,0.0,5654.0,0.0,4.0,0.0,0.0007074637424831977,0.0,22.0,0.0,29.023868192725583,0.0,1.4257429029244855,0.0,71.65825511876258,0.0,0.0,0.0,0.0,0.0,0.17726515386214206,0.0,0.23386002094809233,0.0,0.011487933411580272,0.0,0.5773868917781854,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,216.61315182665894,0.0,1.3965615047201696,0.0,124.1079+/-0.0000,64.8918+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed2.json,small,penalty_multiplier,failure_penalty_multiplier,5.0,5.0,4,False,1,170.98979382742576,0.0,67.26147340005264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,0.0,0.07692307692307693,0.0,5654.0,0.0,4.0,0.0,0.0007074637424831977,0.0,22.0,0.0,31.652201342185165,0.0,0.6325374438138102,0.0,116.70505504142677,0.0,0.0,0.0,0.0,0.0,0.12866265001877164,0.0,0.18511164107333017,0.0,0.003699270170781122,0.0,0.682526438737117,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,331.5056488366405,0.0,0.6275465306410394,0.0,170.9898+/-0.0000,67.2615+/-0.0000,0.0000+/-0.0000,1.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed2.json,small,penalty_multiplier,failure_penalty_multiplier,10.0,10.0,5,False,1,286.3950842117488,0.0,75.05654939985834,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,0.0,0.07692307692307693,0.0,5654.0,0.0,4.0,0.0,0.0007074637424831977,0.0,22.0,0.0,41.496137485907006,0.0,0.6336412657710189,0.0,222.26530546007078,0.0,0.0,0.0,0.0,0.0,0.07681696094942084,0.0,0.14489123512757804,0.0,0.0022124725622124524,0.0,0.7760793313607888,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,619.5316472580209,0.0,0.0,0.0,286.3951+/-0.0000,75.0565+/-0.0000,0.0000+/-0.0000,1.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed3.json,small,penalty_multiplier,failure_penalty_multiplier,1.0,1.0,1,True,1,51.37411680767965,0.0,89.36155520007014,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,4.0,0.0,0.2857142857142857,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,11.839848715593867,0.0,2.306703827513723,0.0,15.227564264572061,0.0,0.0,0.0,0.0,0.0,0.4282312060440392,0.0,0.230463304311715,0.0,0.04490011645648195,0.0,0.29640537318776394,0.0,0.0,0.0,0.0,0.0,80.0,0.0,53.976641985824,0.0,0.1146610290291858,0.0,51.3741+/-0.0000,89.3616+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed3.json,small,penalty_multiplier,failure_penalty_multiplier,2.0,2.0,2,False,1,68.30827139370194,0.0,91.02477319980972,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,0.07142857142857142,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,20.81676507238899,0.0,0.6449402659263747,0.0,24.84656605538659,0.0,0.0,0.0,0.0,0.0,0.32206934169363877,0.0,0.3047473555934297,0.0,0.009441613039937628,0.0,0.36374168967299403,0.0,0.0,0.0,0.0,0.0,80.0,0.0,79.54822244268382,0.0,1.4585263724345447,0.0,68.3083+/-0.0000,91.0248+/-0.0000,0.0000+/-0.0000,1.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed3.json,small,penalty_multiplier,failure_penalty_multiplier,3.0,3.0,3,False,1,81.34334877842645,0.0,90.939601900056,0.0,0.0,0.0,2.0,0.0,1.0,0.0,14.0,0.0,2.0,0.0,0.14285714285714285,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,20.805434808716768,0.0,1.0119329190818211,0.0,37.52598105062786,0.0,0.0,0.0,0.0,0.0,0.27045849882485723,0.0,0.25577303026199855,0.0,0.012440266282105684,0.0,0.46132820463103863,0.0,0.0,0.0,0.0,0.0,80.0,0.0,98.0668206269115,0.0,1.3046246638801808,0.0,81.3433+/-0.0000,90.9396+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed3.json,small,penalty_multiplier,failure_penalty_multiplier,5.0,5.0,4,False,1,106.40292005186157,0.0,77.43991890014149,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,4.0,0.0,0.2857142857142857,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,19.43452163746592,0.0,2.0276520560909472,0.0,62.94074635830471,0.0,0.0,0.0,0.0,0.0,0.2067612429177417,0.0,0.18265026587609992,0.0,0.01905635724191267,0.0,0.5915321339642458,0.0,0.0,0.0,0.0,0.0,80.0,0.0,136.13787187535803,0.0,0.511399895644952,0.0,106.4029+/-0.0000,77.4399+/-0.0000,0.0000+/-0.0000,2.0000+/-0.0000
5.1,deterministic,small_15c_1v_seed3.json,small,penalty_multiplier,failure_penalty_multiplier,10.0,10.0,5,False,1,167.6945356152483,0.0,75.70552229997702,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,0.07142857142857142,0.0,7142.0,0.0,6.0,0.0,0.0008401008120974517,0.0,22.0,0.0,20.81676507238899,0.0,0.6449402659263747,0.0,124.23283027693293,0.0,0.0,0.0,0.0,0.0,0.1311909175769205,0.0,0.12413502321954098,0.0,0.0038459229667811004,0.0,0.7408281362367574,0.0,0.0,0.0,0.0,0.0,80.0,0.0,227.99838526582352,0.0,0.39127601520610256,0.0,167.6945+/-0.0000,75.7055+/-0.0000,0.0000+/-0.0000,1.0000+/-0.0000
