experiment,instance_class,instance_name,instance_scale,analysis_mode,parameter_name,parameter_value,x_numeric,parameter_order,is_baseline,drone_capacity_factor,drone_speed_factor,drone_battery_factor,repeat_index,seed,z_total,solve_seconds,unserved_count,sortie_count,avg_customers_per_sortie,drone_serviceable_count,drone_served_customers,drone_utilization,sortie_attempted,sortie_selected,sortie_feasible_rate,z_fixed,z_truck,z_drone,z_fail_expected,z_unserved_penalty,z_tw_penalty,z_fixed_ratio,z_truck_ratio,z_drone_ratio,z_fail_expected_ratio,z_unserved_penalty_ratio,z_tw_penalty_ratio,online_success_rate,mc_mean,mc_std
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,0.6,0.6,1,False,1.0,0.6,1.0,1,2026,73.3378279025642,88.23169519985095,0.0,3.0,1.3333333333333333,13.0,4.0,0.3076923076923077,5654.0,4.0,0.0007074637424831977,22.0,22.64179892611863,1.8827017374611228,26.813327238984446,0.0,0.0,0.29998161425272846,0.30873288142921634,0.02567163210727292,0.36561387221078223,0.0,0.0,53.333333333333336,99.46370171905848,0.603261815041145
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,0.75,0.75,2,False,1.0,0.75,1.0,1,2026,72.24193442164785,90.37266479991376,0.0,3.0,1.6666666666666667,13.0,5.0,0.38461538461538464,5654.0,6.0,0.0010611956137247967,22.0,20.21365721264173,2.268140114411328,27.760137094594786,0.0,0.0,0.30453226614329876,0.27980503809134644,0.03139644768055466,0.3842662480848,0.0,0.0,53.333333333333336,98.31472109938294,1.844139188497184
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,0.85,0.85,3,False,1.0,0.85,1.0,1,2026,73.78842860568099,93.18835110007785,0.0,2.0,1.5,13.0,3.0,0.23076923076923078,5654.0,6.0,0.0010611956137247967,22.0,19.706536711361963,1.9661995508589711,30.11569234346006,0.0,0.0,0.29814972910679677,0.26706811736935065,0.026646448339023077,0.40813570518482956,0.0,0.0,53.333333333333336,97.8136381905437,0.06551718692067822
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,1.0,1.0,4,True,1.0,1.0,1.0,1,2026,73.5557314345551,63.56068299990147,0.0,2.0,1.0,13.0,2.0,0.15384615384615385,5654.0,4.0,0.0007074637424831977,22.0,23.5501390499429,1.2975788973576838,26.70801348725451,0.0,0.0,0.29909294042673085,0.32016728799571814,0.017640758538472037,0.36309901303907893,0.0,0.0,53.333333333333336,102.18758111090304,0.10312755537875362
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,1.15,1.15,5,False,1.0,1.15,1.0,1,2026,74.12057777742423,62.173194700153545,0.0,3.0,1.6666666666666667,13.0,5.0,0.38461538461538464,5654.0,4.0,0.0007074637424831977,22.0,18.510792064133305,2.89009764907907,30.719688064211855,0.0,0.0,0.29681366038542667,0.24973890678131427,0.03899183918611251,0.4144555936471465,0.0,0.0,53.333333333333336,97.37387708583245,0.7486182271925346
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,1.3,1.3,6,False,1.0,1.3,1.0,1,2026,74.59745716003081,62.10637679998763,0.0,3.0,1.3333333333333333,13.0,4.0,0.3076923076923077,5654.0,2.0,0.00035373187124159886,22.0,20.890258898268556,2.768010209927714,28.939188051834538,0.0,0.0,0.2949162188304129,0.280039825666625,0.03710595930890268,0.38793799619405933,0.0,0.0,53.333333333333336,100.15771637855269,0.13508850325855917
5.2,deterministic,small_15c_1v_seed2.json,small,speed_only,drone_speed_factor,1.5,1.5,7,False,1.0,1.5,1.0,1,2026,73.7982763390902,57.93431989988312,0.0,2.0,1.0,13.0,2.0,0.15384615384615385,5654.0,2.0,0.00035373187124159886,22.0,22.906962795764077,1.601885165858881,27.289428377467235,0.0,0.0,0.2981099436376243,0.3103996994524721,0.021706268023097157,0.3697840888868065,0.0,0.0,53.333333333333336,101.50851883221706,0.0
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,0.6,0.6,1,False,1.0,0.6,1.0,1,2026,50.98370963839387,98.71040820004418,0.0,3.0,1.6666666666666667,14.0,5.0,0.35714285714285715,7142.0,6.0,0.0008401008120974517,22.0,11.737180602689751,1.9502127034978116,15.29631633220631,0.0,0.0,0.43151038157161964,0.23021433092916668,0.03825168308328003,0.30002360441593373,0.0,0.0,80.0,53.48151845360004,0.3351978899132059
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,0.75,0.75,2,False,1.0,0.75,1.0,1,2026,53.810352742264286,82.50539700011723,0.0,2.0,2.0,14.0,4.0,0.2857142857142857,7142.0,6.0,0.0008401008120974517,22.0,13.846647640582635,1.7542776264721964,16.209427475209463,0.0,0.0,0.4088432593143091,0.2573231159978451,0.03260111738859377,0.3012325072992522,0.0,0.0,80.0,56.067635793645856,7.105427357601002e-15
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,0.85,0.85,3,False,1.0,0.85,1.0,1,2026,52.10142371976118,95.75677529978566,0.0,3.0,2.0,14.0,6.0,0.42857142857142855,7142.0,6.0,0.0008401008120974517,22.0,11.099197965740178,2.981420788526459,16.02080496549455,0.0,0.0,0.42225333646028135,0.21303060786667988,0.0572234034248791,0.3074926522481598,0.0,0.0,80.0,53.916247953153345,0.18221279186875208
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,1.0,1.0,4,True,1.0,1.0,1.0,1,2026,51.37411680767965,89.30521769984625,0.0,2.0,2.0,14.0,4.0,0.2857142857142857,7142.0,6.0,0.0008401008120974517,22.0,11.839848715593867,2.306703827513723,15.227564264572061,0.0,0.0,0.4282312060440392,0.230463304311715,0.04490011645648195,0.29640537318776394,0.0,0.0,80.0,53.976641985824,0.1146610290291858
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,1.15,1.15,5,False,1.0,1.15,1.0,1,2026,53.2602474764106,84.68573120003566,0.0,2.0,2.0,14.0,4.0,0.2857142857142857,7142.0,6.0,0.0008401008120974517,22.0,14.009719600748372,2.394146145891403,14.856381729770826,0.0,0.0,0.4130660491155994,0.2630427056681138,0.04495184043130461,0.27893940478498225,0.0,0.0,80.0,55.899518779345954,0.0
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,1.3,1.3,6,False,1.0,1.3,1.0,1,2026,54.81329232752161,85.50549160013907,0.0,3.0,1.0,14.0,3.0,0.21428571428571427,7142.0,6.0,0.0008401008120974517,22.0,18.251001709114444,2.1390075907138657,12.423283027693294,0.0,0.0,0.40136249923732203,0.33296671179794585,0.03902351965893272,0.22664726930579934,0.0,0.0,80.0,60.7842332010615,0.7867731804906007
5.2,deterministic,small_15c_1v_seed3.json,small,speed_only,drone_speed_factor,1.5,1.5,7,False,1.0,1.5,1.0,1,2026,56.11973109747982,163.5949006001465,0.0,2.0,1.0,14.0,2.0,0.14285714285714285,7142.0,8.0,0.0011201344161299357,22.0,17.617499814479444,1.7186833451472343,14.783547937853141,0.0,0.0,0.392018984584692,0.31392701764514686,0.030625295444874565,0.2634287023252866,0.0,0.0,80.0,59.61074854732044,0.06404837963241902
