instance,size,n_customers,n_vehicles,seed,E_avg_cost,D_avg_cost,C_avg_cost,delta_cost_D_vs_E_pct,delta_cost_C_vs_E_pct,delta_cost_C_vs_D_pct,E_worst_cost,D_worst_cost,C_worst_cost,E_avg_fail,D_avg_fail,C_avg_fail,delta_fail_D_vs_E_pct,delta_fail_C_vs_E_pct,E_cost_std,D_cost_std,C_cost_std,E_online_time,D_online_time,C_online_time,online_time_overhead_pct,C_win_rate_vs_E,D_win_rate_vs_E,paired_cost_C_vs_E,trial_count
medium_100c_7v_seed1,Medium,100,7,1,737.287344977781,737.287344977781,721.1836877104412,0.0,2.1841765462317992,2.1841765462317992,996.2046959231523,996.2046959231523,947.6567678981683,24.37,24.37,23.53,0.0,3.4468607531037843,86.58816502810916,86.58816502810916,86.97198210023514,0.010638055945746601,0.01364851711783558,10.60471866299864,77593.00240769426,67.0,0.0,-16.10365726733976,100
medium_100c_7v_seed2,Medium,100,7,2,782.084553367343,782.084553367343,760.3103940884341,0.0,2.7841183136987,2.7841183136987,1002.2731049061802,1002.2731049061802,951.3544173800126,24.81,24.81,22.92,0.0,7.617895702624103,91.1564560545255,91.1564560545255,89.29627447555548,0.009760301080532371,0.012792159006930887,8.98410904308781,70125.89212109796,63.0,0.0,-21.77415927890922,100
medium_100c_7v_seed3,Medium,100,7,3,810.6104208678853,813.0587224017399,775.9816715709749,-0.30203183561757774,4.271934878388922,4.560193477937373,1012.0030840552686,1011.956925690899,996.3193869879451,25.78,25.76,23.9,0.07757951599768972,7.2924745037830006,97.07961324504485,98.00885096773447,88.38436773748114,0.010448765899054706,0.01335483207833022,16.204034232995472,121225.53882050113,73.0,3.0,-34.6287492969105,100
large_150c_9v_seed1,Large,150,9,1,1347.9561587934713,1353.8721768495257,1322.0764823527697,-0.4388880170516552,1.919919744560978,2.348500474449872,1738.5593730244814,1738.5593730244814,1698.194129620285,38.11,38.01,36.53,0.2623983137654639,4.145893357494266,142.41872896294768,143.92231741604374,132.77721501140834,0.02384856397751719,0.031244756067171694,20.4885933149606,65472.406924366,67.0,6.0,-25.879676440701534,100
large_150c_9v_seed2,Large,150,9,2,1380.3080592024553,1394.5371764439906,1344.4792468344583,-1.0308653308709137,2.595711307278677,3.5895729748258,1762.4390291340655,1794.9539487088348,1710.229555312092,37.11,36.96,34.96,0.4042037077821652,5.793586478211086,136.68657483305367,140.72356878207,138.98387316481293,0.0474235147703439,0.057270491835661234,19.34243957075756,33673.24380908409,63.0,3.0,-35.82881236799758,100
large_150c_9v_seed3,Large,150,9,3,1304.3076639669794,1329.3999333800195,1281.8928427564258,-1.9237998906426295,1.7185225410989398,3.573574018678204,1662.2017788878634,1693.100543565442,1557.12889923,36.9,36.43,34.69,1.273712702609409,5.989159729291067,122.22024017129378,130.82738057203662,115.69709650041543,0.046219294839538634,0.05576308393385261,27.144106650124304,48576.68530576537,66.0,24.0,-22.41482121055398,100
large_180c_11v_seed1,Large,180,11,1,1720.583706094427,1744.4512055102487,1690.2644923323626,-1.3871745577550962,1.7621469769050875,3.1062326654207886,2055.454018927304,2117.0093470715474,2070.0045654566966,43.78,43.57,41.04,0.47967107172976275,6.258565412093074,149.37316341517192,153.94904346318555,151.71111396974692,0.0372350291069597,0.045658220099285246,30.397389017022213,66474.48364409986,59.0,12.0,-30.319213762064216,100
large_180c_11v_seed2,Large,180,11,2,1729.9414403197754,1761.2674910549272,1693.0828188399284,-1.8108156730068963,2.130628275661965,3.871341097322979,2115.289778286876,2157.8356051213646,2112.593812712619,43.13,42.71,39.95,0.9738001165360551,7.373058025201528,164.22679905609058,166.2967901865121,160.75165929940192,0.07180614877957851,0.08431866279337555,17.821605951818636,21035.766393528276,62.0,14.000000000000002,-36.8586214798473,100
large_180c_11v_seed3,Large,180,11,3,1687.9189846250492,1700.309790660217,1632.3225552510953,-0.7340877226948329,3.2937854174502337,3.998520492122955,2084.711688891044,2110.0444211415934,1956.9692525903988,41.93,41.79,38.84,0.3338898083975733,7.369425056774973,165.10338796763847,168.4324577158887,152.6036604898781,0.03899757198989391,0.04932566896546632,19.184896147861146,38793.55910347914,73.0,6.0,-55.59642937395367,100
large_200c_13v_seed1,Large,200,13,1,2023.2903816472694,2034.0238340205326,1869.763608061748,-0.5304949042719455,7.58797525941516,8.075629361436794,2514.263642941722,2514.263642941722,2326.0728214426854,48.59,48.52,42.94,0.1440625613487851,11.627906737437616,173.55143321129532,175.79105751464738,176.9169545377931,0.03846141807269305,0.04966998484916985,30.974398680035957,62259.141406381095,86.0,3.0,-153.52677358552177,100
